measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Diarrheal diseases,Rate,2019,121.11365115691204,171.2857863164891,83.34747782179572
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Diarrheal diseases,Rate,2019,109.56679822343644,152.10549968597837,76.47635874357941
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Diarrheal diseases,Rate,2019,115.21011352289092,161.15350135003905,79.86328801581048
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Typhoid fever,Rate,2019,0.02752714062779812,0.04237253134245765,0.01713152861138963
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Typhoid fever,Rate,2019,0.01674623842656397,0.025412247292441514,0.01061362217749381
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Typhoid fever,Rate,2019,0.02201520917423541,0.03287029601922235,0.013956081523672894
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Paratyphoid fever,Rate,2019,6.609456562128701e-05,0.00010265906204797995,3.866608777187462e-05
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Paratyphoid fever,Rate,2019,1.767850482950558e-05,2.8775757451358778e-05,1.0260212732205092e-05
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Paratyphoid fever,Rate,2019,4.1340977901580697e-05,6.436783798491818e-05,2.442627453334021e-05
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other intestinal infectious diseases,Rate,2019,0.1224606796696447,0.17490069957724713,0.08183558197636129
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other intestinal infectious diseases,Rate,2019,0.10121752489005233,0.14300407960904482,0.06934845320990414
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other intestinal infectious diseases,Rate,2019,0.11159973215180782,0.15901909550620416,0.0754377235827493
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Lower respiratory infections,Rate,2019,7.196614675165134,10.270494057481189,4.879954026056912
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Lower respiratory infections,Rate,2019,7.141741799849943,10.176159425389246,4.744367687201498
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Lower respiratory infections,Rate,2019,7.168559924110756,10.266933869303775,4.842538604918342
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Upper respiratory infections,Rate,2019,106.46417756143664,168.9237896660527,62.8145135273402
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Upper respiratory infections,Rate,2019,98.88800650446592,154.44153863410637,59.23656146600617
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Upper respiratory infections,Rate,2019,102.59072293147926,161.99209168184763,60.965307503715685
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Otitis media,Rate,2019,29.621712914469303,48.40912128080027,16.62509435937679
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Otitis media,Rate,2019,24.94095839062128,41.82767966426896,13.838357405967933
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Otitis media,Rate,2019,27.22859241260162,45.00418632123405,15.24482338988802
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Meningitis,Rate,2019,2.153922134071513,2.889558513783136,1.506177658755142
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Meningitis,Rate,2019,2.1981328619443588,2.9868859550766227,1.514890662060907
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Meningitis,Rate,2019,2.1765256691930306,2.9513621834871286,1.5130749832282204
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Encephalitis,Rate,2019,3.7904960596691417,5.118056137111532,2.683095060357874
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Encephalitis,Rate,2019,5.310231467200997,7.669236108197176,3.471705216021554
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Encephalitis,Rate,2019,4.5674883036864244,6.317975894148821,3.1076898573148872
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Acute hepatitis E,Rate,2019,0.20559444927451262,0.317261064669446,0.12496801510136256
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Acute hepatitis E,Rate,2019,0.20277013349547773,0.31480141847602894,0.12437944883413243
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Acute hepatitis E,Rate,2019,0.20415046669432804,0.3151866190299025,0.12544485964318153
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Leprosy,Rate,2019,0.12785245601401649,0.19296167346784543,0.07980810559454049
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Leprosy,Rate,2019,0.07108787931582347,0.1076999651615095,0.04362913478482678
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Leprosy,Rate,2019,0.0988305383757018,0.15015413974772396,0.06138808751520222
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other unspecified infectious diseases,Rate,2019,7.411709521255212,11.502065788106394,4.478139791612136
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other unspecified infectious diseases,Rate,2019,7.427949426055876,11.59381466739299,4.498212746544952
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other unspecified infectious diseases,Rate,2019,7.420012466630545,11.436706213942442,4.7058118234363455
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other neonatal disorders,Rate,2019,11.641475713194298,15.631810775491143,8.44407858336795
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other neonatal disorders,Rate,2019,9.8753370611605,12.979586658225253,7.215925176180107
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other neonatal disorders,Rate,2019,10.738505348953026,14.034309517850998,7.970687462911813
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Protein-energy malnutrition,Rate,2019,6.3345602073063585,9.65328178618763,3.5320067654813467
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Protein-energy malnutrition,Rate,2019,8.774441743461994,13.631579815850223,4.957470399044396
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Protein-energy malnutrition,Rate,2019,7.581993820103963,11.366415902379233,4.403235012835607
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Iodine deficiency,Rate,2019,7.732072707453569,13.32220607003819,3.5319548261456206
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Iodine deficiency,Rate,2019,11.366303814750836,18.57759027661517,6.001482486232022
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Iodine deficiency,Rate,2019,9.59013916385225,15.948864674291926,4.7271752621430085
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Vitamin A deficiency,Rate,2019,3.6966020734445686,5.680779325590002,2.2453193365106565
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Vitamin A deficiency,Rate,2019,4.172795644548067,6.449327272098338,2.505103571859795
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Vitamin A deficiency,Rate,2019,3.9400646588160653,5.921320434098301,2.4122925369349244
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Dietary iron deficiency,Rate,2019,79.39806569196983,127.67069853520027,44.80833331026815
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Dietary iron deficiency,Rate,2019,95.41429317289862,152.29285640084004,56.505451862668416
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Dietary iron deficiency,Rate,2019,87.58665198759925,134.88709104207055,53.58611888708235
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Opioid use disorders,Rate,2019,54.488490484178236,79.88769547973266,35.33549428267973
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Opioid use disorders,Rate,2019,69.52112603278101,101.26828903988145,43.30344410103607
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Opioid use disorders,Rate,2019,62.174197595110336,89.3203495559496,39.86098364654464
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Cocaine use disorders,Rate,2019,22.59710787581624,35.6286672642441,12.702546561285075
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Cocaine use disorders,Rate,2019,10.692458308281218,17.523293321396796,5.466697440346994
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Cocaine use disorders,Rate,2019,16.5106402342281,26.214984645114978,9.231473225025539
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Amphetamine use disorders,Rate,2019,6.89443811981775,12.264549196050107,3.4004140248662083
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Amphetamine use disorders,Rate,2019,5.672929636232925,10.027904481047178,2.6451450766090807
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Amphetamine use disorders,Rate,2019,6.269919790480328,10.787695499969526,3.19381286079001
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Cannabis use disorders,Rate,2019,27.08262089954081,40.240132213637395,16.63209156446751
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Cannabis use disorders,Rate,2019,8.488085895606343,13.113373683756686,5.162244529624656
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Cannabis use disorders,Rate,2019,17.575828198942297,26.38541241582632,11.116944547325849
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Digestive congenital anomalies,Rate,2019,1.804354210878736,2.947262657390607,1.0235046723698844
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Digestive congenital anomalies,Rate,2019,1.778812961448525,2.816598529602501,1.0500725570044478
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Digestive congenital anomalies,Rate,2019,1.7912957846478075,2.769501751707265,1.051832328286409
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other congenital birth defects,Rate,2019,11.676357977664988,23.026895280489374,5.871759020510603
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other congenital birth defects,Rate,2019,9.626345634195452,19.33156423632648,4.944511161828153
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other congenital birth defects,Rate,2019,10.628252048750431,21.03998015017833,5.524582780819913
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Psoriasis,Rate,2019,10.606856059720933,14.29082208968943,7.214938981326842
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Psoriasis,Rate,2019,11.344920305373018,15.561902023290905,7.555043010081379
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Psoriasis,Rate,2019,10.984204768987036,14.88868413920714,7.620438358597361
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Cellulitis,Rate,2019,1.882097689968964,2.7495023203369837,1.2211565593095413
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Cellulitis,Rate,2019,1.6601614233851538,2.4007908183844813,1.0058040747443933
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Cellulitis,Rate,2019,1.7686287552141768,2.535846494442128,1.1448096304238102
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Pyoderma,Rate,2019,4.753412499035119,10.038118693974878,1.9126789724462725
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Pyoderma,Rate,2019,3.84235527212477,8.110141979504471,1.5317784418238727
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Pyoderma,Rate,2019,4.2876179958229566,9.17099946001455,1.7359097117946674
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Scabies,Rate,2019,73.46628844667647,117.54046020181934,39.75782423677809
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Scabies,Rate,2019,68.84712657829593,110.59919301125822,38.03703250177905
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Scabies,Rate,2019,71.10465830513697,113.75019994043733,38.87015896041705
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Fungal skin diseases,Rate,2019,28.701689055674372,60.330889477018516,11.48563942112369
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Fungal skin diseases,Rate,2019,28.208352857986316,61.297163128521426,11.378033771203649
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Fungal skin diseases,Rate,2019,28.449461992070503,60.24887489677844,11.490299726102823
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Viral skin diseases,Rate,2019,40.469541521341114,60.57272080616889,25.792365421817927
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Viral skin diseases,Rate,2019,37.52957844541564,56.457534337615,23.965925049130057
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Viral skin diseases,Rate,2019,38.96643216666656,58.79149375692408,24.92714516878011
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Acne vulgaris,Rate,2019,43.575273828488406,69.91829081849288,25.71923646723423
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Acne vulgaris,Rate,2019,44.338690009671446,71.29828599020725,26.407789789057166
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Acne vulgaris,Rate,2019,43.965584173826656,70.76069223120857,26.20075468829858
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Coal workers pneumoconiosis,Rate,2019,0.027802587678412517,0.04306967374398537,0.01653190366830215
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Coal workers pneumoconiosis,Rate,2019,0.006978782037755558,0.011027532629124072,0.003842899990241858
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Coal workers pneumoconiosis,Rate,2019,0.017156040000753933,0.026038740188949257,0.010231099660766492
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Chronic kidney disease due to glomerulonephritis,Rate,2019,29.84631616550336,44.055393389927055,17.657427033619992
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Chronic kidney disease due to glomerulonephritis,Rate,2019,21.193809943296063,31.753161909259813,12.955658625899769
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Chronic kidney disease due to glomerulonephritis,Rate,2019,25.42256569377829,36.85471431038819,16.271709702499436
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Chronic kidney disease due to other and unspecified causes,Rate,2019,63.993557423929815,87.46936623609376,44.07171903232906
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Chronic kidney disease due to other and unspecified causes,Rate,2019,69.77614651511374,92.58275435740663,50.480738064904905
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Chronic kidney disease due to other and unspecified causes,Rate,2019,66.95001079859048,89.63299326675053,48.09156378482782
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Urinary tract infections and interstitial nephritis,Rate,2019,1.5072746747983061,2.298708863379317,0.8617182774264291
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Urinary tract infections and interstitial nephritis,Rate,2019,7.088633055812227,10.889627017780679,4.24056055933368
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Urinary tract infections and interstitial nephritis,Rate,2019,4.36084520532355,6.585386373697628,2.632395046402466
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Urolithiasis,Rate,2019,2.7151504619256657,4.08436402942989,1.6689378412401914
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Urolithiasis,Rate,2019,2.0270733305597193,3.068370478576905,1.220720250533557
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Urolithiasis,Rate,2019,2.363358569924364,3.5044081047646283,1.4741670258210748
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Benign prostatic hyperplasia,Rate,2019,74.33201989619533,115.14867029094395,43.22526866902365
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Benign prostatic hyperplasia,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Benign prostatic hyperplasia,Rate,2019,36.3284288399861,56.27682767837303,21.125567408565495
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Male infertility,Rate,2019,4.652892720536769,11.11424201847178,1.7086947851364551
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Male infertility,Rate,2019,2.2740170700885427,5.43188454776677,0.8350936379473031
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other urinary diseases,Rate,2019,1.0443512447783911,1.4721265645112027,0.6790868357605763
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other urinary diseases,Rate,2019,2.490634970378427,3.714691973111043,1.5811941355676564
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other urinary diseases,Rate,2019,1.7837899864634914,2.5612179318592183,1.1665914919162141
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Uterine fibroids,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Uterine fibroids,Rate,2019,54.013721167901515,101.17693142719244,25.08989908311389
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Uterine fibroids,Rate,2019,27.615492940399832,51.72853814077446,12.827665193651281
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Polycystic ovarian syndrome,Rate,2019,19.101737762054423,38.24671174571001,8.07761568277195
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Polycystic ovarian syndrome,Rate,2019,9.7661092942965,19.554323889738335,4.1298272742484725
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Female infertility,Rate,2019,6.819306537748068,17.535524483226283,1.6411873846828653
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Female infertility,Rate,2019,3.486493940423334,8.965354397032693,0.8390867663921728
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Endometriosis,Rate,2019,48.438869627255194,76.9946343240056,27.95540685452569
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Endometriosis,Rate,2019,24.76524914982788,39.36490089275309,14.292707925776709
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Genital prolapse,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Genital prolapse,Rate,2019,12.336370084727115,23.601262134626527,5.7704302946395565
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Genital prolapse,Rate,2019,6.307192572901136,12.066572599901212,2.9502369697754887
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Premenstrual syndrome,Rate,2019,208.60385512335083,323.5171752450819,127.81684618196688
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Premenstrual syndrome,Rate,2019,106.65249799383318,165.40401357105293,65.348676911745
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other gynecological diseases,Rate,2019,0.0,0.0,0.0
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other gynecological diseases,Rate,2019,305.5024003574896,451.9028006689786,189.97594537490994
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other gynecological diseases,Rate,2019,156.19363372729512,231.04348916877137,97.12864185080976
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other chronic respiratory diseases,Rate,2019,8.686421330436126,11.589142540087368,6.084184674287943
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other chronic respiratory diseases,Rate,2019,9.624533660130798,12.656309860293748,6.817544275158762
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other chronic respiratory diseases,Rate,2019,9.16604824481692,11.616185365132576,6.849883194102358
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Cirrhosis and other chronic liver diseases due to hepatitis B,Rate,2019,0.19362842270505032,0.30762742833926443,0.11482579569939293
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Cirrhosis and other chronic liver diseases due to hepatitis B,Rate,2019,0.09510564012640256,0.15569041951577972,0.05470262348956278
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Cirrhosis and other chronic liver diseases due to hepatitis B,Rate,2019,0.14325686622013917,0.22644644742827755,0.08499375383082551
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Rate,2019,1.5314848728289945,2.3799365048889243,0.9243367699129509
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Rate,2019,0.892622591528212,1.4209004030953893,0.5191412902315982
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Rate,2019,1.204854964026603,1.8358499352417847,0.7411128447732309
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Cirrhosis and other chronic liver diseases due to alcohol use,Rate,2019,1.6839971203475586,2.608513265385795,1.0074091501731002
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Cirrhosis and other chronic liver diseases due to alcohol use,Rate,2019,1.039971558756984,1.6792068722402134,0.588543214121053
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Cirrhosis and other chronic liver diseases due to alcohol use,Rate,2019,1.3547273910086626,2.0838732661675636,0.8405558456174675
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Cirrhosis and other chronic liver diseases due to other causes,Rate,2019,1.2307900811559296,2.0793194470641576,0.6838887561080934
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Cirrhosis and other chronic liver diseases due to other causes,Rate,2019,1.3811337606265734,2.2521467270701616,0.772909805212573
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Cirrhosis and other chronic liver diseases due to other causes,Rate,2019,1.3076560094660603,2.0868796642247567,0.7432821514074798
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Peptic ulcer disease,Rate,2019,1.7282634625143969,2.5801812616988937,1.0810436202298457
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Peptic ulcer disease,Rate,2019,2.0034818906240006,2.96002580170016,1.230279582607053
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Peptic ulcer disease,Rate,2019,1.868973867096655,2.683106275564317,1.1706758186087718
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Gastritis and duodenitis,Rate,2019,12.90214365411934,19.25645525278931,7.863654422733538
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Gastritis and duodenitis,Rate,2019,14.818575050263544,22.41196184696183,9.364525274204645
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Gastritis and duodenitis,Rate,2019,13.881953905045568,20.77492462421964,8.61344510082752
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Appendicitis,Rate,2019,5.495227061645391,8.4406229643986,3.122660671974017
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Appendicitis,Rate,2019,4.488902516210661,6.970382072268024,2.641381700783599
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Appendicitis,Rate,2019,4.980725416890753,7.599184427537124,3.06699289570542
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Paralytic ileus and intestinal obstruction,Rate,2019,3.684125086073574,5.106460724550209,2.438435591057657
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Paralytic ileus and intestinal obstruction,Rate,2019,3.054320997455819,4.242830327225777,2.0216124234451036
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Paralytic ileus and intestinal obstruction,Rate,2019,3.362126342291519,4.614165029939836,2.248059019293677
YLDs (Years Lived with Disability),Colombia,Male,All Ages,"Inguinal, femoral, and abdominal hernia",Rate,2019,77.12693653791614,108.88663216456472,52.42889172591204
YLDs (Years Lived with Disability),Colombia,Female,All Ages,"Inguinal, femoral, and abdominal hernia",Rate,2019,27.7448032323466,39.55271007867216,18.105794190712036
YLDs (Years Lived with Disability),Colombia,Both,All Ages,"Inguinal, femoral, and abdominal hernia",Rate,2019,51.879426753453366,73.46588601100852,34.787712084167715
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Inflammatory bowel disease,Rate,2019,5.285886931659051,7.761595624604831,3.3233411055810524
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Inflammatory bowel disease,Rate,2019,4.4675939698956535,6.54740394618716,2.8386810270382155
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Inflammatory bowel disease,Rate,2019,4.867519838628902,7.0965148405308085,3.117653349541309
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Vascular intestinal disorders,Rate,2019,0.9488319689801205,1.413650516087408,0.6027541756674443
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Vascular intestinal disorders,Rate,2019,0.7860386656015464,1.1698574688936785,0.49499951226471406
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Vascular intestinal disorders,Rate,2019,0.8656009450293588,1.2567317318060105,0.570694634127561
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Gallbladder and biliary diseases,Rate,2019,44.303417563914884,67.52968217544355,27.904709765612004
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Gallbladder and biliary diseases,Rate,2019,147.04071777576195,219.84629468479756,91.55369081003565
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Gallbladder and biliary diseases,Rate,2019,96.82972249848427,145.18932462166393,60.562089474264596
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Lip and oral cavity cancer,Rate,2019,0.8087227534955369,1.1981888104818819,0.515902693922758
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Lip and oral cavity cancer,Rate,2019,0.7293566148866217,1.0638049858970833,0.46501768015834094
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Lip and oral cavity cancer,Rate,2019,0.7681453780977509,1.1003202219615134,0.5014700518437312
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Gastroesophageal reflux disease,Rate,2019,126.416938283025,224.17078767705905,65.31148788627206
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Gastroesophageal reflux disease,Rate,2019,140.21288473591076,247.6298112205401,72.62321813892905
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Gastroesophageal reflux disease,Rate,2019,133.4703657018011,236.33664915699177,69.44149459812553
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Other digestive diseases,Rate,2019,5.019007747401684,6.794658085379983,3.4951507040139513
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Other digestive diseases,Rate,2019,5.887863216366264,8.27645911467837,3.9948376874524776
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Other digestive diseases,Rate,2019,5.463225837742734,7.4707000365801655,3.802552851180699
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Alzheimer's disease and other dementias,Rate,2019,83.64453516700948,112.44409860897846,58.24569941784637
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Alzheimer's disease and other dementias,Rate,2019,117.75888993566757,157.85305999694643,82.68937570844706
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Alzheimer's disease and other dementias,Rate,2019,101.08611673017758,135.47066050031788,70.4813498813669
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Parkinson's disease,Rate,2019,16.31282360748372,22.826423721325877,11.005091629541688
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Parkinson's disease,Rate,2019,11.207734950308314,15.775033881133645,7.598538037577735
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Parkinson's disease,Rate,2019,13.7027545967946,18.994769692934234,9.451144916828904
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Idiopathic epilepsy,Rate,2019,146.32290712735303,321.356900727453,32.29951757894051
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Idiopathic epilepsy,Rate,2019,151.89918060138564,337.37505780000873,32.759120222883425
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Idiopathic epilepsy,Rate,2019,149.17387790711481,327.3033038355918,33.39294392514425
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Multiple sclerosis,Rate,2019,0.7956621665236926,1.1259923481278162,0.5184767699485158
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Multiple sclerosis,Rate,2019,2.1002690797739176,2.944745195229504,1.3927598292474825
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Multiple sclerosis,Rate,2019,1.4626660726398337,2.048234985960335,0.9644268585722333
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Migraine,Rate,2019,343.9798373147943,784.3313990632811,58.20219742080287
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Migraine,Rate,2019,731.1612114599368,1709.5053700440901,98.42237841240438
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Migraine,Rate,2019,541.933325302093,1255.3796527531617,79.26393639535554
YLDs (Years Lived with Disability),Colombia,Male,All Ages,Tension-type headache,Rate,2019,46.58620632692446,192.32778120201755,12.234620461763408
YLDs (Years Lived with Disability),Colombia,Female,All Ages,Tension-type headache,Rate,2019,64.55057545649798,204.45795324067475,21.0501270958493
YLDs (Years Lived with Disability),Colombia,Both,All Ages,Tension-type headache,Rate,2019,55.77081531422909,199.7837850439163,16.85448776848904
